path,classification,count
staging/batch3/77-Archive/junk/old-dashboards/OLD_MERGE_LOG_20260208_195445.md,Likely_PHI,4
staging/batch3/77-Archive/junk/old-dashboards/OLD_medinaMetabolicSyndromeAutoimmunity2018.md,Likely_PHI,20
staging/batch3/77-Archive/junk/old-dashboards/OLD_melguizo-rodriguezRoleVitaminMetabolic2021.md,Likely_PHI,60
staging/batch3/77-Archive/junk/old-dashboards/OLD_parkerLevelsVitaminCardiometabolic2010.md,Likely_PHI,11
staging/batch4/77-Archive/junk/old-templates/OLD_Protocol_Template.md,Likely_PHI,3
staging/batch4/77-Archive/junk/old-templates/OLD_Template_Book_Scavenging_Intake_To_Zettels_To_Rules.md,Likely_PHI,1
staging/batch4/77-Archive/junk/old-templates/OLD_Public_Communication_Template.md,Likely_PHI,8
staging/batch4/77-Archive/junk/old-templates/OLD_Report_Template.md,Likely_PHI,6
staging/batch4/77-Archive/junk/old-templates/OLD_Template_Metabolomics_Intake_Preanalytics_Minimums.md,Likely_PHI,6
staging/batch1/77-Archive/junk/old-dashboards/OLD_aasethImportanceVitaminCombination2024.md,Likely_PHI,8
staging/batch1/77-Archive/junk/old-dashboards/OLD_bleizgysZincMagnesiumVitamin2024.md,Likely_PHI,17
staging/batch1/77-Archive/junk/old-dashboards/OLD_BIOMARKERS_MOC.md,Likely_PHI,1
staging/batch1/77-Archive/junk/old-dashboards/OLD_capozziCalciumVitaminVitamin2020.md,Likely_PHI,5
staging/batch1/77-Archive/junk/old-dashboards/OLD_20260208-pp-mitochondrial-ros-signaling-in-organismal-homeostasismd.md,Likely_PHI,1
staging/batch1/77-Archive/junk/old-dashboards/OLD_aguayo-ruizEffectSupplementationVitamins2020.md,Likely_PHI,21
staging/batch1/77-Archive/junk/old-dashboards/OLD_chenMetabolicSyndromePCOS2021.md,Likely_PHI,15
staging/batch1/77-Archive/junk/old-dashboards/OLD_ATOMIC_SORT_LOG_FIXED_20260208_200048.md,Likely_PHI,2
staging/batch1/77-Archive/junk/old-dashboards/OLD_choiPrevalenceMetabolicSyndrome2007.md,Likely_PHI,16
staging/batch1/77-Archive/junk/old-dashboards/OLD_1.jadhavMolecularPathwaysRoles2022.md,Likely_PHI,8
staging/batch1/77-Archive/junk/old-dashboards/OLD_All_Notes_Base.md,Likely_PHI,330
staging/batch1/77-Archive/junk/old-dashboards/OLD_albertiHarmonizingMetabolicSyndrome2009.md,Likely_PHI,21
staging/batch1/77-Archive/junk/old-dashboards/OLD_cantoAssociationVitaminVitamin2020.md,Likely_PHI,6
staging/batch1/77-Archive/junk/old-dashboards/OLD_aschnerMetabolicSyndromeRisk2010.md,Likely_PHI,21
staging/batch1/77-Archive/junk/old-dashboards/OLD_al-shoumerThereRelationshipVitamin2015.md,Likely_PHI,32
staging/batch1/77-Archive/junk/old-dashboards/OLD_20260208-library_tsoukalas_book_chapter3_part3_level2_level3_biochemical_metabolomics_ele.md,Likely_PHI,4
44-Clinic/Magnesium Deficiency Chronic MetS.md,Maybe,3
44-Clinic/Zettel_MetS_Waist_Circumference_Debate.md,Unlikely,1
44-Clinic/Zettel_Mc_Tsoukalas_Book.md,Unlikely,1
44-Clinic/Obesity 1.4 Billion.md,Maybe,3
44-Clinic/Zettel_microminerals.md,Unlikely,1
44-Clinic/Zettel_Micronutrient_Deficiencies_MetS.md,Unlikely,1
44-Clinic/Zettel_Obesity_Prevalence_1.4B.md,Maybe,3
44-Clinic/MetS in Old, Ethnic & Poor.md,Maybe,2
44-Clinic/NAFLD stages.md,Unlikely,1
44-Clinic/_RON/Dictionary_Vitamin_D3_Cholecalciferol.md,Maybe,2
44-Clinic/_RON/Dictionary_RF_And_Anti_CCP_Definition_Clinical_Use.md,Maybe,5
44-Clinic/_RON/Dictionary_Enzyme_Definition_Clinical_Meaning.md,Maybe,5
44-Clinic/_RON/Dictionary_About.md,Maybe,4
44-Clinic/_RON/Dictionary_Metabolic_Pathway_Definition_Clinical_Meaning.md,Maybe,8
44-Clinic/_RON/Dictionary_Tight_Junctions.md,Unlikely,1
44-Clinic/_RON/Dictionary_Macronutrients.md,Maybe,2
44-Clinic/_RON/Dictionary_Polyautoimmunity.md,Maybe,5
44-Clinic/_RON/Dictionary_Gut_Mucosal_Barrier.md,Maybe,3
44-Clinic/_RON/Dictionary_Epigenetics_Definition_Clinical_Use.md,Maybe,5
44-Clinic/_RON/Dictionary_Gut_Brain_Axis.md,Maybe,4
44-Clinic/_RON/Dictionary_Stress_Response_Perceived_Threat_Definition_Clinical_Meaning.md,Maybe,3
44-Clinic/_RON/Dictionary_Mass_Spectrometry_High_Resolution_Clinical_Use.md,Maybe,8
44-Clinic/_RON/Dictionary_Cytochrome_P450.md,Maybe,3
44-Clinic/_RON/Dictionary_Inflammatory_Bowel_Disease_IBD_Definition.md,Maybe,3
44-Clinic/_RON/Dictionary_Stress_Biological_Definition_And_Clinical_Meaning.md,Maybe,8
44-Clinic/_RON/Dictionary_Nutrient_Density_Definition_Clinical_Meaning.md,Maybe,6
44-Clinic/_RON/Dictionary_Crohns_Vs_Ulcerative_Colitis_Key_Differences.md,Maybe,2
44-Clinic/_RON/Dictionary_Acute_Vs_Chronic_Timecourse_Definition.md,Maybe,4
44-Clinic/_RON/Dictionary_Health_Continuum_Definition_Clinical_Use_Not_Binary.md,Maybe,6
44-Clinic/_RON/LEDGER.md,Unlikely,1
44-Clinic/_RON/Dictionary_Disease_Prognosis.md,Maybe,4
44-Clinic/_RON/Dictionary_Fat_Soluble_Vitamin.md,Unlikely,1
44-Clinic/_RON/Dictionary_Protein.md,Unlikely,1
44-Clinic/_RON/DICTIONARY_MAP.md,Maybe,47
44-Clinic/_RON/Protocol_Magnesium_Deficiency.md,Maybe,5
44-Clinic/_RON/Dictionary_Vitamin_D_Synthesis.md,Unlikely,1
44-Clinic/_RON/Dictionary_Vitamins.md,Unlikely,1
44-Clinic/_RON/Dictionary_Epidemiology.md,Unlikely,1
44-Clinic/_RON/Dictionary_Xenobiotic.md,Maybe,2
44-Clinic/_RON/Dictionary_HPA_Axis_Definition_Clinical_Meaning.md,Maybe,8
44-Clinic/_RON/Dictionary_Modifiable_Risk_Burden.md,Maybe,6
44-Clinic/_RON/Dictionary_Homocysteine.md,Maybe,4
44-Clinic/_RON/Dictionary_Micronutrients.md,Maybe,3
44-Clinic/_RON/Dictionary_Metabolomics_Definition_Clinical_Scope.md,Maybe,12
44-Clinic/_RON/Dictionary_Dysbiosis_Definition_Clinical_Meaning.md,Maybe,7
44-Clinic/_RON/Dictionary_Recommended_Daily_Allowance_RDA.md,Maybe,2
44-Clinic/_RON/Dictionary_Vitamin_K2_MK7.md,Unlikely,1
44-Clinic/_RON/Dictionary_Empty_Calories.md,Maybe,6
44-Clinic/_RON/Dictionary_Atherosclerosis.md,Maybe,2
44-Clinic/_RON/Dictionary_Minerals.md,Maybe,2
44-Clinic/_RON/Dictionary_Flavor_Enhancers_Definition_Clinical_Relevance.md,Maybe,6
44-Clinic/_RON/Dictionary_Cobalamin_Vitamin_B12.md,Maybe,5
44-Clinic/_RON/Dictionary_Metabolomics_Definition_Clinical_Use.md,Maybe,13
44-Clinic/_RON/Dictionary_Autoimmunity.md,Maybe,3
44-Clinic/_RON/Dictionary_Magnesium_Deficiency_Definition_Clinical_Meaning.md,Maybe,7
44-Clinic/_RON/Dictionary_LDL_Cholesterol.md,Maybe,5
44-Clinic/_RON/Dictionary_Enzyme_Cofactor_Definition_Clinical_Meaning.md,Maybe,3
44-Clinic/_RON/Dictionary_Metabolite_Methylmalononic_Acid.md,Maybe,6
44-Clinic/Zettel_Clinical_Report_DEF456.md,Maybe,4
44-Clinic/Dictionary_Gout.md,Unlikely,1
44-Clinic/Zettel_Metabolomic_Medicine.md,Maybe,4
44-Clinic/Zettel_Syndrome_X_Diagnostic_Criteria.md,Unlikely,1
44-Clinic/Dictionary_Metabolomics.md,Maybe,6
44-Clinic/Dictionary_Metabolomic_Medicine.md,Maybe,5
44-Clinic/Pp Oxidative Stress and Antioxidants.md,Unlikely,1
44-Clinic/Protocol_MC_Patient_Flow.md,Maybe,3
44-Clinic/Dictionary_NAFLD.md,Maybe,3
44-Clinic/Zettel_Metabolomics.md,Maybe,4
44-Clinic/Zettel_Omic_Studies.md,Unlikely,1
44-Clinic/Syndrome X Diagnostic Criteria.md,Unlikely,1
44-Clinic/Metabolomic Medicine.md,Maybe,3
44-Clinic/Zettel_Heart_Metabolic_Omnivore.md,Unlikely,1
44-Clinic/Pp Protective role of alpha-ketoglutarate against massive doses of cyanide in rats..md,Unlikely,1
44-Clinic/MetS 34� in US.md,Maybe,3
44-Clinic/Zettel_Genova_Books.md,Unlikely,1
44-Clinic/Zettel_Reaven-1998.md,Maybe,3
44-Clinic/omic studies.md,Unlikely,1
44-Clinic/Zettel_Homocysteine.md,Unlikely,1
44-Clinic/Zettel_Diagnostic_Tools.md,Unlikely,1
44-Clinic/Metabolite Alpha-ketoglutarate (AKG).md,Maybe,2
44-Clinic/Zettel_Clinical_Report_ABC123.md,Maybe,4
44-Clinic/Zettel_Magnesium_Critical_Cofactor.md,Unlikely,1
44-Clinic/Zettel_Microminerals.md,Unlikely,1
44-Clinic/Zettel_Personalised_Vs_Population_Prognosis.md,Unlikely,1
44-Clinic/Zettel_Linus_Pauling_Institute_Info.md,Unlikely,1
44-Clinic/Metabolite aconitate.md,Maybe,5
44-Clinic/PCOS Diagnostic Criteria.md,Unlikely,1
44-Clinic/Protocol_MC_Diet_Proposal_Update.md,Maybe,4
44-Clinic/personalised VS population disease prognosis.md,Unlikely,1
44-Clinic/Zettel_Metabolite_Aconitate.md,Maybe,5
44-Clinic/Zettel_MC_Intro_Update.md,Unlikely,1
44-Clinic/Personalized Medicine.md,Maybe,3
44-Clinic/Zettel_Reaven_1998.md,Maybe,2
44-Clinic/Idea personalised VS population disease prognosis.md,Unlikely,1
44-Clinic/Dictionary_Insulin_Hormone.md,Maybe,2
44-Clinic/Zettel_MetS_Rise_Reasons.md,Maybe,3
44-Clinic/Pp AKG And Cyanide.md,Unlikely,1
44-Clinic/Zettel_Metabolic_Syndrome_MetS.md,Unlikely,1
44-Clinic/Zettel_MetS_Prevalence_US.md,Maybe,3
44-Clinic/Pp Mitochondrial ROS signaling in organismal homeostasis..md,Unlikely,1
44-Clinic/Protocol_Clinical_IR_Preanalytics.md,Maybe,3
44-Clinic/Zettel_Insulin_Resistance_Cardiovascular_Connection.md,Unlikely,1
44-Clinic/Zettel_NAFLD_Stages.md,Unlikely,1
44-Clinic/Zettel_Adipose_Tissue_Functions.md,Unlikely,1
44-Clinic/MetS Reasons of Rise.md,Maybe,3
44-Clinic/Zettel_Gout_Obesity_Hippocrates.md,Unlikely,1
44-Clinic/Micronutrient Deficiencies lead to Metabolic Syndrome.md,Unlikely,1
44-Clinic/Zettel_Personalized_Medicine.md,Maybe,3
44-Clinic/MetS Waist Circumference Debate.md,Unlikely,1
44-Clinic/Pp Biochemical pathways to α-ketoglutarate, a multi-faceted metabolite.md,Maybe,2
44-Clinic/Pp Multifunctional essentiality of succinate metabolism in adaptation to hypoxia in Mycobacterium tuberculosis.md,Maybe,2
22-Dashboards/_RON/Zettel_Moltbook-Register.md,Unlikely,1
22-Dashboards/_RON/AUDIT_Heartbeat_2026-02-13_2200_v4_1.md,Unlikely,1
22-Dashboards/_RON/PROMOTION_LOG_MedLit_2026-02-14_0947.md,Unlikely,25
22-Dashboards/_RON/Clawn_Sponsor_Protocol.md,Unlikely,1
22-Dashboards/_RON/PLAN_NamingStandard_v1.md,Unlikely,2
22-Dashboards/_RON/PROPOSAL_FolderPolicy_v1.md,Unlikely,1
22-Dashboards/_RON/PROMOTION_LOG_Batch3_2026-02-14_0934.md,Unlikely,63
22-Dashboards/_RON/AUDIT_RootCleanup_2026-02-14_0954_v1.md,Unlikely,10
22-Dashboards/_RON/LEDGER.md,Unlikely,1
22-Dashboards/_RON/AUDIT_Vault_System_2026-02-13_v1.md,Unlikely,2
22-Dashboards/_RON/DICTIONARY_MAP.md,Unlikely,47
22-Dashboards/_RON/AUDIT_Cleanup_2026-02-14_0938_v1.md,Unlikely,46
22-Dashboards/_RON/PROMOTION_LOG_Batch2_2026-02-14_0929.md,Unlikely,89
22-Dashboards/_RON/PROMOTION_LOG_Batch1_2026-02-14_0918.md,Unlikely,4
22-Dashboards/_RON/LINK_REWRITE_LOG_2026-02-14_v3.md,Unlikely,1
22-Dashboards/_RON/PROMOTION_LOG_Batch1_2026-02-14_0928.md,Unlikely,8
22-Dashboards/_RON/PROPOSED_PATCH_MEMORY_2026-02-14_0820_v1.md,Unlikely,1
22-Dashboards/_RON/Zettel_Moltbook-SupplyChainAttack.md,Unlikely,1
22-Dashboards/_RON/FILE_OPS_LEDGER.md,Unlikely,1
22-Dashboards/_RON/AUDIT_Heartbeat_2026-02-13.md,Unlikely,2
22-Dashboards/_RON/AUDIT_VaultHygiene_2026-02-14_1219_v1.md,Unlikely,1
22-Dashboards/_RON/PLAN_FolderRouting_v1.md,Unlikely,3
22-Dashboards/_RON/RON_STATUS_PACKET_2026-02-14_v1.md,Unlikely,3
22-Dashboards/_RON/Zettel_Moltbook-Intro.md,Unlikely,2
22-Dashboards/_RON/QUEUE_RenameMoveCandidates_v1.md,Unlikely,2
22-Dashboards/_RON/Moltbook_Drafts_2026-02-13.md,Unlikely,1
22-Dashboards/_RON/AUDIT_OneTake_VaultRefactor_2026-02-14_0913_v1.md,Unlikely,1
22-Dashboards/_RON/PROMOTION_LOG_Last3_2026-02-14_0934.md,Unlikely,3
22-Dashboards/_RON/FM_PASS_ALL_2026-02-14_0930.md,Unlikely,78
22-Dashboards/Dashboard_Daily_Note.md,Unlikely,2
22-Dashboards/Dashboard_Home.md,Unlikely,2
22-Dashboards/TEST_MOC_08.md,Unlikely,1
22-Dashboards/Dashboard_Clinic.md,Unlikely,7
22-Dashboards/Zettel_Daily_Note.md,Unlikely,2
Zettel_USER.md,Unlikely,1
11-Templates/_RON/Rule_RON_Operating_Contract_v2.md,Unlikely,1
11-Templates/Zettel_TEMPLATE_Atomic_Note.md,Unlikely,2
11-Templates/Template_Biomarker.md,Unlikely,2
11-Templates/Template_Lit_Note.md,Unlikely,1
11-Templates/Template_Clinical_Report.md,Unlikely,6
11-Templates/Template_PhD_Note.md,Unlikely,1
11-Templates/Template_MOC.md,Unlikely,1
Zettel_HEARTBEAT.md,Unlikely,2
77-Archive/junk/old-templates/OLD_Protocol_Template.md,Unlikely,3
77-Archive/junk/old-templates/OLD_Template_Book_Scavenging_Intake_To_Zettels_To_Rules.md,Unlikely,1
77-Archive/junk/old-templates/OLD_Public_Communication_Template.md,Unlikely,8
77-Archive/junk/old-templates/OLD_Report_Template.md,Unlikely,6
77-Archive/junk/old-templates/OLD_Template_Metabolomics_Intake_Preanalytics_Minimums.md,Unlikely,6
77-Archive/junk/old-dashboards/OLD_jadhavMolecularPathwaysRoles2022.md,Unlikely,37
77-Archive/junk/old-dashboards/OLD_kiddVitaminsPleiotropicNutrients2010.md,Unlikely,28
77-Archive/junk/old-dashboards/OLD_mottilloMetabolicSyndromeCardiovascular2010.md,Unlikely,9
77-Archive/junk/old-dashboards/OLD_Insights_Vitamin_K2_Mechanism_Public.md,Unlikely,14
77-Archive/junk/old-dashboards/OLD_fahedMetabolicSyndromeUpdates2022.md,Unlikely,53
77-Archive/junk/old-dashboards/OLD_mooreMetabolicSyndromePrevalence2017.md,Unlikely,10
77-Archive/junk/old-dashboards/OLD_DASHBOARD.md,Unlikely,7
77-Archive/junk/old-dashboards/OLD_espositoMetabolicSyndromeRisk2012.md,Unlikely,10
77-Archive/junk/old-dashboards/OLD_normanVitaminHormoneFundamentals2008.md,Unlikely,13
77-Archive/junk/old-dashboards/OLD_karamzadSystematicReviewMechanisms2020.md,Unlikely,8
77-Archive/junk/old-dashboards/OLD_damAssociationVitaminMetabolic2015.md,Unlikely,6
77-Archive/junk/old-dashboards/OLD_choiVitaminK2Supplementation2011.md,Unlikely,8
77-Archive/junk/old-dashboards/OLD_LINK_RESOLVE_LOG_458_Obsidian.md,Unlikely,183
77-Archive/junk/old-dashboards/OLD_grundyMetabolicSyndromeUpdate2016.md,Unlikely,34
77-Archive/junk/old-dashboards/OLD_cuiGlobalRegionalPrevalence2023.md,Unlikely,7
77-Archive/junk/old-dashboards/OLD_oneillMetabolicSyndromeCloser2015.md,Unlikely,33
77-Archive/junk/old-dashboards/OLD_Education_Metabolic_Syndrome_Multifactorial.md,Unlikely,31
77-Archive/junk/old-dashboards/OLD_laaksonenSexHormonesInflammation2003b.md,Unlikely,11
77-Archive/junk/old-dashboards/OLD_PhD_IR_MOC.md,Unlikely,10
77-Archive/junk/old-dashboards/OLD_liEffectVitaminK22018.md,Unlikely,32
77-Archive/junk/old-dashboards/OLD_MERGE_LOG_20260208_195445.md,Unlikely,4
77-Archive/junk/old-dashboards/OLD_medinaMetabolicSyndromeAutoimmunity2018.md,Unlikely,20
77-Archive/junk/old-dashboards/OLD_melguizo-rodriguezRoleVitaminMetabolic2021.md,Unlikely,60
77-Archive/junk/old-dashboards/OLD_parkerLevelsVitaminCardiometabolic2010.md,Unlikely,11
77-Archive/_SecretQuarantine2/Zettel_RON_SOUL.md,Unlikely,1
77-Archive/_SecretQuarantine2/RON_STATUS_PACKET_2026-02-14_v1.md,Unlikely,3
77-Archive/_PRE_REFACTOR/2026-02-14/Gout Obesity Hippocrates.md,Unlikely,1
77-Archive/_PRE_REFACTOR/2026-02-14/Clinical_Protocol_IR_Preanalytics.md,Unlikely,3
77-Archive/_PRE_REFACTOR/2026-02-14/MC INTRO UPDATE.md,Unlikely,1
77-Archive/_PRE_REFACTOR/2026-02-14/@mooreMetabolicSyndromePrevalence2017.md,Unlikely,3
77-Archive/_PRE_REFACTOR/2026-02-14/Genova Books.md,Unlikely,1
77-Archive/_PRE_REFACTOR/2026-02-14/@grundyMetabolicSyndromeUpdate2016.md,Unlikely,4
77-Archive/_PRE_REFACTOR/2026-02-14/Df Metabolomic Medicine.md,Unlikely,4
77-Archive/_PRE_REFACTOR/2026-02-14/MOC_Clinic.md,Unlikely,6
77-Archive/_PRE_REFACTOR/2026-02-14/TEMPLATE_Biomarker.md,Unlikely,2
77-Archive/_PRE_REFACTOR/2026-02-14/Df Insulin Hormone.md,Unlikely,2
77-Archive/_PRE_REFACTOR/2026-02-14/@eckelMetabolicSyndrome2005.md,Unlikely,4
77-Archive/_PRE_REFACTOR/2026-02-14/Homocysteine.md,Unlikely,1
77-Archive/_PRE_REFACTOR/2026-02-14/Df Metabolomics.md,Unlikely,5
77-Archive/_PRE_REFACTOR/2026-02-14/DASHBOARD_Clinic.md,Unlikely,7
77-Archive/_PRE_REFACTOR/2026-02-14/MC Diet Proposal Update.md,Unlikely,4
77-Archive/_PRE_REFACTOR/2026-02-14/insulin resistance first connected to cardiovascular.md,Unlikely,1
77-Archive/_PRE_REFACTOR/2026-02-14/Clinical_Report_ABC123.md,Unlikely,4
77-Archive/_PRE_REFACTOR/2026-02-14/Heart is a Metabolic Omnivore.md,Unlikely,1
77-Archive/_PRE_REFACTOR/2026-02-14/@albertiDefinitionDiagnosisClassification1998.md,Unlikely,3
77-Archive/_PRE_REFACTOR/2026-02-14/Clinical_Report_DEF456.md,Unlikely,4
77-Archive/_PRE_REFACTOR/2026-02-14/Linus Pauling Institute information centre.md,Unlikely,1
77-Archive/_PRE_REFACTOR/2026-02-14/TEMPLATE_MOC.md,Unlikely,1
77-Archive/_PRE_REFACTOR/2026-02-14/DASHBOARD_Home.md,Unlikely,2
77-Archive/_PRE_REFACTOR/2026-02-14/@albertiMetabolicSyndromeNew2005.md,Unlikely,4
77-Archive/_PRE_REFACTOR/2026-02-14/MOC_Personal.md,Unlikely,1
77-Archive/_PRE_REFACTOR/2026-02-14/MOC_Literature.md,Unlikely,1
77-Archive/_PRE_REFACTOR/2026-02-14/TEMPLATE_Lit_Note.md,Unlikely,1
77-Archive/_PRE_REFACTOR/2026-02-14/Metabolic Syndrome MetS.md,Unlikely,1
77-Archive/_PRE_REFACTOR/2026-02-14/Df Gout.md,Unlikely,1
77-Archive/_PRE_REFACTOR/2026-02-14/MC Patient flow.md,Unlikely,2
77-Archive/_PRE_REFACTOR/2026-02-14/Adipose Tissue Functions.md,Unlikely,1
77-Archive/_PRE_REFACTOR/2026-02-14/TEMPLATE_Clinical_Report.md,Unlikely,6
77-Archive/_PRE_REFACTOR/2026-02-14/Df NAFLD.md,Unlikely,3
77-Archive/_PRE_REFACTOR/2026-02-14/TEMPLATE_PhD_Note.md,Unlikely,1
77-Archive/_PRE_REFACTOR/2026-02-14/Mc Tsoukalas Book.md,Unlikely,1
77-Archive/_PRE_REFACTOR/2026-02-14/@vanballegooijenCombinedLowVitamin2021.md,Unlikely,2
77-Archive/_PRE_REFACTOR/2026-02-14/@juBloodVitaminStatus2014.md,Unlikely,3
77-Archive/_PRE_REFACTOR/2026-02-14/diagnostic tools.md,Unlikely,1
77-Archive/_PRE_REFACTOR/2026-02-14/Magnesium Critical cofactor.md,Unlikely,1
77-Archive/_PRE_REFACTOR/2026-02-14/@cantoAssociationVitaminVitamin2020.md,Unlikely,1
77-Archive/root_dups/RON_Self_Improve.md,Unlikely,1
77-Archive/root_dups/Suberic_Biomarker_Cutoff.md,Unlikely,1
77-Archive/root_dups/Suberic_Biomarker_Cutoffs.md,Unlikely,1
77-Archive/root_dups/Adipic_IR_Early_Pattern.md,Unlikely,2
77-Archive/root_dups/Raw_06.md,Unlikely,1
77-Archive/root_dups/PostBootstrapExecutionPlan.md,Unlikely,1
77-Archive/root_dups/Zettelkasten_Factory_Flow.md,Unlikely,2
77-Archive/root_dups/TEST_PhD_Note_09.md,Unlikely,1
77-Archive/root_dups/Suberic_IR_Biomarker.md,Unlikely,2
77-Archive/root_dups/Reaven-1998.md,Unlikely,3
77-Archive/root_dups/HEARTBEAT.md,Unlikely,2
77-Archive/root_dups/Raw_05.md,Unlikely,1
77-Archive/root_dups/RON_MEMORY.md,Unlikely,1
77-Archive/root_dups/FFA_Glucose_IR_Correlation.md,Unlikely,3
77-Archive/root_dups/microminerals.md,Unlikely,1
77-Archive/root_dups/Biomarkers_MOC.md,Unlikely,1
77-Archive/root_dups/FFA_Glucose_Correlation.md,Unlikely,3
77-Archive/root_dups/USER.md,Unlikely,1
77-Archive/root_dups/Raw_09.md,Unlikely,1
77-Archive/root_dups/Metabolomics.md,Unlikely,4
77-Archive/root_dups/triage_rubric_2026-02-11.md,Unlikely,1
77-Archive/root_dups/Adipic_Biomarker_Cutoff.md,Unlikely,1
77-Archive/root_dups/Adipic_Biomarker_Cutoffs.md,Unlikely,1
77-Archive/root_dups/TEMPLATE_Atomic_Note.md,Unlikely,2
77-Archive/root_dups/Daily_Note.md,Unlikely,2
77-Archive/root_dups/Simon_PhD_Priorities.md,Unlikely,2
77-Archive/root_dups/PhD_IR_MOC.md,Unlikely,1
77-Archive/root_dups/Suberic_IR_Plasma_Upreg.md,Unlikely,2
77-Archive/root_dups/Clinic_Queue_MOC.md,Unlikely,10
66-Literature/_RON/Library_Metabolomics_Scope.md,Unlikely,4
66-Literature/MOC_Literature.md,Unlikely,1
memory/2026-02-14-0642.md,Unlikely,3
memory/moltbook-epic-post.md,Unlikely,1
memory/2026-02-13-2227.md,Unlikely,10
memory/moltbook-epic-post-published.md,Unlikely,1
USER.md,Unlikely,1
88-Mocs/Zettel_Biomarkers_MOC.md,Unlikely,1
88-Mocs/MOC_Clinic.md,Unlikely,6
88-Mocs/Zettel_Zettelkasten_Factory_Flow.md,Unlikely,2
88-Mocs/Zettel_Clinic_Queue_MOC.md,Unlikely,10
88-Mocs/MOC_Personal.md,Unlikely,1
88-Mocs/MOC_PhD.md,Unlikely,1
88-Mocs/Zettel_PhD_IR_MOC.md,Unlikely,1
99-Personal/Zettel_RON_Self_Improve.md,Unlikely,1
99-Personal/Zettel_RON_SOUL.md,Unlikely,1
99-Personal/Zettel_RON_AGENTS.md,Unlikely,1
99-Personal/Zettel_RON_MEMORY.md,Unlikely,1
99-Personal/Zettel_Simon_PhD_Priorities.md,Unlikely,2
MEMORY.md,Unlikely,1
33-PhD/Zettel_Suberic_IR_Biomarker.md,Unlikely,2
33-PhD/Zettel_TEST_PhD_Note_09.md,Unlikely,1
33-PhD/Zettel_Raw_05.md,Unlikely,1
33-PhD/_RON/Zettel_Homocysteine_Biomarker.md,Unlikely,1
33-PhD/_RON/Zettel_HPA_Axis_Biomarker.md,Unlikely,1
33-PhD/_RON/Zettel_Metabolomics_Clinical_Atomic.md,Unlikely,3
33-PhD/Zettel_Suberic_Biomarker_Cutoffs.md,Unlikely,1
33-PhD/Zettel_Raw_09.md,Unlikely,1
33-PhD/Dashboard_Open_Loops_Queue.md,Unlikely,7
33-PhD/Zettel_Raw_06.md,Unlikely,1
33-PhD/Zettel_Suberic_Biomarker_Cutoff.md,Unlikely,1
33-PhD/Zettel_Adipic_Biomarker_Cutoff.md,Unlikely,1
33-PhD/Zettel_Adipic_IR_Early_Pattern_1.md,Unlikely,2
